,Name,Attendance,Capacity (%),Day,Gross,Gross Potential,Month,Performances,Weeks,Sentimentality,Category,Synopsis,First Week,Grand Mean,Tony Season,Best Actor,Best Actress,Best Director,Best Musical,Best Revival,Total Tonys,Unnamed: 0,Censored
34,Cinderella,10195.323529411764,74.40196078431373,15.72549019607843,864378.6274509804,57.27450980392157,6.666666666666667,7.53921568627451,102,0.129375,Neutral,"Rodgers and Hammerstein's Cinderella is a musical written for television, but later played on stage, with music by Richard Rodgers and a book and lyrics by Oscar Hammerstein II.  It is based upon the fairy tale Cinderella, particularly the French version Cendrillon, ou la Petite Pantoufle de Verre, by Charles Perrault. The story concerns a young woman forced into a life of servitude by her cruel stepmother and self-centered stepsisters, who dreams of a better life. With the help of her Fairy Godmother, Cinderella is transformed into a Princess and finds her Prince.
Cinderella is the only Rodgers and Hammerstein musical written for television. It was originally broadcast live on CBS on March 31, 1957 as a vehicle for Julie Andrews, who played the title role. The broadcast was viewed by more than 100 million people. It was subsequently remade for television twice, in 1965 and 1997. The 1965 version starred Lesley Ann Warren and Stuart Damon, and the 1997 one starred Brandy Norwood in the title role, with Whitney Houston as the fairy godmother. Both remakes add songs from other Richard Rodgers musicals.
The musical has been adapted for the stage in a number of versions, including a London West End pantomime adaptation, a New York City Opera production that follows the original television version closely, and various touring productions. A 2013 adaptation on Broadway starred Laura Osnes and Santino Fontana, with a new book by Douglas Carter Beane.",42.14285714,44.93137255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0
35,Come Fly Away,8085.148148148148,63.629629629629626,15.25925925925926,680302.1481481482,45.48148148148148,5.703703703703703,6.962962962962963,27,0.40110101,Positive,"Come from Away is a musical with book, music and lyrics by Irene Sankoff and David Hein. It is set in the week following the September 11 attacks and tells the true story of what transpired when 38 planes were ordered to land unexpectedly in the small town of Gander in the province of Newfoundland and Labrador, Canada, as part of Operation Yellow Ribbon. The characters in the musical are based on (and in most cases share the names of) real Gander residents as well as some of the 7,000 stranded travelers they housed and fed.
The musical has been received by audiences and critics as a cathartic reminder of the capacity for human kindness in even the darkest of times and the triumph of humanity over hate.After being workshopped in 2012 and first produced at Sheridan College in Oakville, Ontario in 2013, it went on to have record-breaking runs at the La Jolla Playhouse in San Diego, California and the Seattle Repertory Theatre in 2015, at the Ford's Theatre in Washington, D.C., and the Royal Alexandra Theatre in Toronto in 2016. It opened on Broadway at the Gerald Schoenfeld Theatre on March 12, 2017, and became a critical and box office success, routinely playing to standing-room-only audiences even during previews. In October 2018 it became the longest-running Canadian musical in Broadway history, surpassing The Drowsy Chaperone's previous record of 674 performances.Baz Bamigboye announced on Twitter on June 7, 2018 that a London production of Come from Away would be coming in February 2019. He said that the show would first premiere in The Abbey Theatre in Dublin in December and then would transfer to The Phoenix Theatre. He also stated that an official announcement would come on Canada Day.
At the 71st Tony Awards, it was nominated for seven awards including Best Musical, Best Original Score, Best Book of a Musical and Best Featured Actress in a Musical for Jenn Colella, ultimately winning for Best Direction of a Musical for Christopher Ashley.",17.85714286,20.58469945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0
36,Cry Baby,8062.133333333333,69.26666666666667,15.933333333333334,271806.93333333335,38.2,4.6,4.533333333333333,15,0.10982323199999999,Neutral,"Cry-Baby is a musical based on the 1990 John Waters film of the same name. The music is by David Javerbaum and Adam Schlesinger, and the book is by Mark O'Donnell and Thomas Meehan. O'Donnell and Meehan also adapted Waters' film Hairspray for the musical stage. The musical focuses on Baltimore teenager Allison Vernon-Williams, who is drawn across the tracks from her 1954 finishing-school background into a relationship with the orphaned Wade ""Cry-Baby"" Walker, the leader of a pack of rebel outcasts.",38.14285714,48.39393939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0
37,Curtains,7359.653846153846,64.73076923076923,15.346153846153847,510769.6923076923,47.5,3.576923076923077,8.0,26,0.10385714300000001,Neutral,"Curtains is a musical mystery comedy with a book by Rupert Holmes, lyrics by Fred Ebb, and music by John Kander, with additional lyrics by Kander and Holmes.
Based on the original book and concept of the same name by Peter Stone, the musical is a send-up of backstage murder mystery plots, set in 1959 Boston, Massachusetts and follows the fallout when Jessica Cranshaw, the supremely untalented star of Robbin' Hood of the Old West is murdered during her opening night curtain call.  It is up to Lt. Frank Cioffi, a police detective who moonlights as a musical theater fan to save the show, solve the case, and maybe even find love before the show reopens, without getting killed himself. Cioffi also dreams of being in musical theater. The show opened on Broadway to mixed reviews, though several critics praised the libretto and the character of Lieutenant Cioffi, who critic Ben Brantley called ""the best damn musical theatre character since Mama Rose in 'Gypsy', and the best role of David Hyde Pierce's career.""",56.85714286,54.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0
38,Dames At Sea,3024.4666666666667,67.0,15.266666666666667,169356.93333333332,30.6,10.2,5.666666666666667,15,0.04659090900000001,Positive,"Dames at Sea is a musical with book and lyrics by George Haimsohn and Robin Miller and music by Jim Wise.
The musical is a parody of large, flashy 1930s Busby Berkeley-style movie musicals in which a chorus girl, newly arrived off the bus from the Midwest to New York City, steps into a role on Broadway and becomes a star.  It originally played Off-Off-Broadway in 1966 at the Caffe Cino and then played Off-Broadway, starring newcomer Bernadette Peters, beginning in 1968 for a successful run.  The show has enjoyed a London run, a television adaptation and a number of revivals, before its Broadway premiere in October 2015.",27.57142857,22.56565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0
39,Disaster!,5438.538461538462,56.84615384615385,14.76923076923077,330263.92307692306,29.76923076923077,3.3846153846153846,5.538461538461538,13,-0.028083333,Neutral,"Disaster! is a musical comedy created by Seth Rudetsky, and written by Seth Rudetsky and Jack Plotnick.  Earthquakes, tidal waves, infernos and the  songs of the '70s take center stage in this homage to classic disaster films.
The show debuted at Triad Theatre, now renamed Stage 72, with choreography by Denis Jones and music supervision by Steve Marzullo on January 22, 2012 and ran through March 25 in its first production. A second production ran from November 2013 through April 2014 at New York's St. Luke's Theatre. The show opened on Broadway at the Nederlander Theatre on March 8, 2016, with previews beginning on February 9, 2016.  The show starred Rudetsky, along with Roger Bart, Kerry Butler, Kevin Chamberlin, Adam Pascal, Faith Prince, Rachel York, Max Crumm, and Jennifer Simard.  Baylee Littrell (the son of Brian Littrell) and Lacretta Nicole made their Broadway debut. The show closed on May 8, 2016, after playing 32 previews and 72 regular performances.Disaster! parodies and pays comedic tribute to the genre of 1970s disaster films. In this musical, a group of New Yorkers attends the opening of a floating casino and discothèque that quickly succumbs to multiple disasters. These calamities correlate with plots of various disaster films of the 1970s, such as earthquakes or killer bee incidents, echoing situations from the films Earthquake and The Swarm respectively. Additionally, this play keeps with a 1970s theme by being a jukebox musical, using popular songs of the decade as musical numbers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0
40,Doctor Zhivago,7767.142857142857,76.28571428571429,14.857142857142858,456779.5714285714,43.142857142857146,4.142857142857143,3.2857142857142856,7,0.17,Neutral,"Doctor Zhivago – A New Musical is a 2011 musical composed by Lucy Simon, lyrics by Michael Korie and Amy Powers, book by Michael Weller; it is based on Boris Pasternak's 1957 novel Doctor Zhivago.",40.0,42.46511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0
41,Dr. Seuss' How The Grinch Stole Christmas! 07,11220.0,55.0,6.0,647223.0,39.0,1.0,12.0,1,0.105854167,0,"How the Grinch Stole Christmas! (also known as Dr. Seuss' How the Grinch Stole Christmas! and simply The Grinch in the UK) is a 2000 American Christmas fantasy comedy film directed by Ron Howard and written by Jeffrey Price and Peter S. Seaman. Based on Dr. Seuss's 1957 book of the same name, the film was the first Dr. Seuss book to be adapted into a full-length feature film. The film stars Jim Carrey in the title role, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon and Taylor Momsen.
Because the film is based on a children's picture book, many additions were made to the storyline to bring it up to feature-length, including some information about the backstory of the title character and reworking the story's minor character Cindy Lou Who as a main character. Most of the rhymes that were used in the book were also used in the film, though some of the lines were to some degree changed and several new rhymes were put in. The film also borrowed some music and character elements (such as the Grinch's green skin tone) that originated in the 1966 animated television special.
Produced by Howard and Brian Grazer's Imagine Entertainment, Dr. Seuss' How the Grinch Stole Christmas! was released by Universal Pictures on November 17, 2000 to mixed reviews from critics, with Carrey's performance being favorably praised. The film grossed over $345 million worldwide, becoming the sixth-highest grossing film of 2000 and was originally the second highest-grossing holiday film of all-time behind Home Alone (1990), until both movies were surpassed in 2018 by the second film adaptation of the story. It won the Academy Award for Best Makeup as well as getting nominations for Best Art Direction and Best Costume Design.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0
42,Elf,10204.444444444445,89.77777777777777,14.88888888888889,1148435.2222222222,78.66666666666667,10.333333333333334,6.333333333333333,9,0.005648148,Neutral,"Elf is a musical based on the motion picture of the same name, with a score by Matthew Sklar and Chad Beguelin. The book is adapted by Bob Martin and Thomas Meehan from the 2003 film. The musical ran on Broadway in the Christmas seasons of 2010-11 and 2012–13, and also toured the U.S. in 2012. A new tour launched in 2014.",20.71428571,48.21052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0
43,Elf '12,9496.888888888889,81.55555555555556,15.555555555555555,906316.2222222222,59.888888888888886,10.444444444444445,8.222222222222221,9,0.065563492,Neutral,"Elf is a musical based on the motion picture of the same name, with a score by Matthew Sklar and Chad Beguelin. The book is adapted by Bob Martin and Thomas Meehan from the 2003 film. The musical ran on Broadway in the Christmas seasons of 2010-11 and 2012–13, and also toured the U.S. in 2012. A new tour launched in 2014.",17.28571429,33.19298246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0
44,Everyday Rapture,4447.166666666667,75.0,15.5,196524.91666666666,30.166666666666668,5.583333333333333,7.083333333333333,12,-0.081356061,Neutral,"Everyday Rapture is a musical with a book written by Sherie Rene Scott and Dick Scanlan and music by various composers. It ran Off-Broadway in 2009 and opened on Broadway in 2010. The musical is a loose autobiography of Scott herself, showing her travels from her half-Mennonite Kansas childhood to a life in show business.",44.14285714,24.74358974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0
45,Evita,10322.891304347826,81.5,15.847826086956522,1145177.7173913044,70.19565217391305,7.173913043478261,7.326086956521739,46,0.073944805,Positive,"Evita is a musical with music by Andrew Lloyd Webber and lyrics and book by Tim Rice. It concentrates on the life of Argentine political leader Eva Perón, the second wife of Argentine president Juan Perón. The story follows Evita's early life, rise to power, charity work, and eventual death.
The musical began as a rock opera concept album released in 1976. Its success led to productions in London's West End in 1978, winning the Laurence Olivier Award for Best Musical, and on Broadway a year later, where it was the first British musical to receive the Tony Award for Best Musical.
This has been followed by a string of professional tours and worldwide productions and numerous cast albums, as well as a major 1996 film of the musical starring Madonna and Antonio Banderas. The musical was revived in London in 2006, and on Broadway in 2012, and toured the UK again in 2013–14 before running for 55 West End performances at the Dominion Theatre in September–October 2014.",73.28571429,56.32608696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0
46,Fiddler On The Roof 2015,10117.692307692309,76.2051282051282,16.28205128205128,882903.7435897436,58.48717948717949,5.410256410256411,6.948717948717949,39,0.18916666699999998,Positive,"Fiddler on the Roof is a musical with music by Jerry Bock, lyrics by Sheldon Harnick, and book by Joseph Stein, set in the Pale of Settlement of Imperial Russia in 1905. It is based on Tevye and his Daughters (or Tevye the Dairyman) and other tales by Sholem Aleichem. The story centers on Tevye, the father of five daughters, and his attempts to maintain his Jewish religious and cultural traditions as outside influences encroach upon the family's lives. He must cope both with the strong-willed actions of his three older daughters, who wish to marry for love – each one's choice of a husband moves further away from the customs of their Jewish faith and heritage – and with the edict of the Tsar that evicts the Jews from their village.
The original Broadway production of the show, which opened in 1964, had the first musical theatre run in history to surpass 3,000 performances. Fiddler held the record for the longest-running Broadway musical for almost 10 years until Grease surpassed its run. It remains the seventeenth longest-running show in Broadway history. The production was extraordinarily profitable and highly acclaimed. It won nine Tony Awards, including Best Musical, score, book, direction and choreography. It spawned five Broadway revivals and a highly successful 1971 film adaptation and has enjoyed enduring international popularity. It has also been a popular choice for school and community productions.",29.71428571,4.468164794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
47,Finding Neverland,9518.346666666666,80.88,16.106666666666666,846585.84,58.693333333333335,6.16,7.426666666666667,75,0.113257576,Neutral,"Finding Neverland is an original musical with music and lyrics by Scott Frankel and Michael Korie and a book by James Graham. Inspired by the 1998 play The Man Who Was Peter Pan by Allan Knee and his 2004 adaptation Finding Neverland, the musical made its world premiere at the Curve Theatre in Leicester in 2012, with the reworked version making its world premiere in 2014 at the American Repertory Theater in Cambridge, Massachusetts. Following completion of its Cambridge run, the production transferred to Broadway in March 2015.
After 17 months on Broadway, the production of Finding Neverland closed on August 21, 2016, and began a US national tour in October 2016.",68.14285714,38.61333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
48,First Date,6117.7307692307695,71.46153846153847,15.23076923076923,385332.3461538461,44.69230769230769,9.346153846153847,6.6923076923076925,26,0.21001966100000002,Neutral,"First Date is a musical with a book by Austin Winsberg and music and lyrics by Alan Zachary and Michael Weiner.  Based around the concept of a blind date, the musical made its world premiere during 2012 at Seattle's ACT Theatre in a 5th Avenue Theatre co-production and made its Broadway debut August 8, 2013 at the Longacre Theatre.",63.28571429,65.40909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0
49,Follies '11,8654.4,72.2,15.12,782667.68,53.8,8.56,6.08,25,0.016573593,Positive,"Follies is a musical with music and lyrics by Stephen Sondheim and a book by James Goldman.  The story concerns a reunion in a crumbling Broadway theatre, scheduled for demolition, of the past performers of the ""Weismann's Follies"", a musical revue (based on the Ziegfeld Follies), that played in that theatre between the World Wars.  It focuses on two couples, Buddy and Sally Durant Plummer and Benjamin and Phyllis Rogers Stone, who are attending the reunion. Sally and Phyllis were showgirls in the Follies. Both couples are deeply unhappy with their marriages.  Buddy, a traveling salesman, is having an affair with a girl on the road; Sally is still as much in love with Ben as she was years ago; and Ben is so self-absorbed that Phyllis feels emotionally abandoned.  Several of the former showgirls perform their old numbers, sometimes accompanied by the ghosts of their former selves. The musical numbers in the show have been interpreted as pastiches of the styles of the leading Broadway composers of the 1920s ands '30s, and sometimes as parodies of specific songs.
The Broadway production opened on April 4, 1971, directed by Harold Prince and Michael Bennett, and with choreography by Bennett.  The musical was nominated for eleven Tony Awards and won seven.  The original production, the most costly performed on Broadway to that date, ran for over 500 performances but ultimately lost its entire investment.  The musical has had a number of major revivals, and several of its songs have become standards, including ""Broadway Baby"", ""I'm Still Here"", ""Too Many Mornings"", ""Could I Leave You?"", and ""Losing My Mind"".",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0
50,Fun Home,5408.2054794520545,92.91780821917808,16.041095890410958,544754.7260273972,70.16438356164383,6.2465753424657535,7.5479452054794525,73,0.269715278,Positive,"Fun Home is a musical adapted by Lisa Kron and Jeanine Tesori from Alison Bechdel's 2006 graphic memoir of the same name. The story concerns Bechdel's discovery of her own sexuality, her relationship with her gay father, and her attempts to unlock the mysteries surrounding his life. It is the first Broadway musical with a lesbian protagonist. It is told in a series of non-linear vignettes connected by narration provided by the adult Alison character.
The musical was developed through several readings and performances, including at the Ojai Playwrights Conference in 2009 and at the Sundance Theatre Lab and The Public Theater's Public Lab in 2012. It opened Off-Broadway at the Public Theater in September 2013 to positive reviews. Its run was extended several times, until January 2014. The Public Theater production of Fun Home was nominated for nine Lucille Lortel Awards (winning three, including Outstanding Musical), two Obie Awards and eight Drama Desk Awards, among others.
The original Broadway production began previews at the Circle in the Square Theatre in March 2015 and opened in April 2015. It was nominated for twelve Tony Awards, winning five, including Best Musical, and its cast album received a nomination for the 2016 Grammy Award for Best Musical Theater Album. The production closed on September 10, 2016. A US national tour and foreign productions followed.",15.57142857,16.26027397,1.0,1.0,1.0,1.0,1.0,0.0,4.0,50.0,0.0
51,Ghost,8123.95652173913,72.47826086956522,15.173913043478262,579977.0434782609,46.69565217391305,5.608695652173913,5.913043478260869,23,0.032244318,Positive,"Ghost the Musical is a musical with book and lyrics by Bruce Joel Rubin and music and lyrics by Dave Stewart and Glen Ballard.
Based on the hit 1990 romantic fantasy thriller film of the same name, the musical had its world premiere at the Manchester Opera House in Manchester in March 2011. Ghost then began its West End premiere in summer 2011, opening on 19 July. A Broadway transfer opened in April 2012. It toured the UK in 2013, after the London production closed in October 2012.
The plot centres on lovers Sam and Molly, who are attacked as they are returning to their apartment. When Sam dies he becomes caught between the real world and the next. Molly is in danger and Sam cannot leave her. A medium, Oda Mae Brown, helps Sam to get in touch with Molly to warn her.",54.14285714,60.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0
52,Gigi,6918.571428571428,67.14285714285714,17.142857142857142,502001.0714285714,40.142857142857146,4.642857142857143,6.142857142857143,14,0.295239899,Negative,"Gigi is a musical with a book and lyrics by Alan Jay Lerner and music by Frederick Loewe. It is based on the novella Gigi by Colette and 1958 hit musical film of the same name.  The story concerns Gigi, a free-spirited teenaged girl living in Paris at the turn of the 20th century.  She is being groomed as a courtesan in her family's tradition. Before she is deemed ready for her social debut, she encounters the bon vivant bachelor Gaston Lachaille, whom she captivates as she is transformed into a charmingly poised young lady.
The original Broadway production, produced by Edwin Lester in 1973, ran for a disappointing 103 performances but won the Tony Award for Best Score.  A West End production played in 1985.
A new production of the musical, adapted by Heidi Thomas and directed by Eric D. Schaeffer, premiered at the Kennedy Center (Washington, DC) in January 2015, and ran on Broadway from April 8 to June 21, 2015 at the Neil Simon Theatre.",67.14285714,71.98913043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0
53,Glory Days,1239.6666666666667,28.0,14.0,37094.333333333336,9.666666666666666,4.666666666666667,0.3333333333333333,3,0.155375,Negative,"Glory Days is a musical with music and lyrics by Nick Blaemire and a book by James Gardiner about four high school friends reuniting a year after graduation. The musical opened at the Signature Theatre in 2008 and was then produced on Broadway in 2008 but closed after one regular performance.

",48.85714286,59.53333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0
54,Godspell,4348.4324324324325,74.54054054054055,15.756756756756756,300163.1081081081,39.972972972972975,5.702702702702703,7.135135135135135,37,0.050775558,Positive,"Godspell is a musical composed by Stephen Schwartz with the book by John-Michael Tebelak. The show opened off-Broadway on May 17, 1971, and has since been produced by multiple touring companies and in many revivals. The 2011 revival played on Broadway from October 13, 2011 through June 24, 2012. 
The musical is structured as a series of parables, primarily based on the Gospel of Matthew. However, four of the featured parables are only recorded in the Gospel of Luke, and the narrative of the woman taken in adultery is only in the Gospel of John. The parables are interspersed with music set primarily to lyrics from traditional hymns, with the passion of Christ appearing briefly near the end of the show. 
Godspell began as a project by the drama students at Carnegie Mellon University, then moved to the off-off-Broadway theater La MaMa Experimental Theatre Club in the East Village of Manhattan. The show was then re-scored for an off-Broadway production, which became a long-running success. An abbreviated one-act version of the musical has been produced under the title Godspell Junior.Several cast albums have been released over the years. ""Day by Day"", from the original cast album, reached #13 on the Billboard pop singles chart in the summer of 1972.

",25.28571429,27.03557312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0
55,Gypsy '08,9821.08888888889,72.11111111111111,16.11111111111111,698451.1111111111,56.24444444444445,7.266666666666667,7.377777777777778,45,0.247276515,Positive,"Gypsy is a 1959 musical with music by Jule Styne, lyrics by Stephen Sondheim, and a book by Arthur Laurents.  Gypsy is loosely based on the 1957 memoirs of Gypsy Rose Lee, the famous striptease artist, and focuses on her mother, Rose, whose name has become synonymous with ""the ultimate show business mother."" It follows the dreams and efforts of Rose to raise two daughters to perform onstage and casts an affectionate eye on the hardships of show business life. The character of Louise is based on Lee, and the character of June is based on Lee's sister, the actress June Havoc.  
The musical contains many songs that became popular standards, including ""Everything's Coming up Roses"", ""Together (Wherever We Go)"", ""Small World"", ""You Gotta Get a Gimmick"", ""Let Me Entertain You"", ""All I Need Is the Girl"", and ""Rose's Turn"". It is frequently considered one of the crowning achievements of the mid-20th century's conventional musical theatre art form, often called the ""book musical"".
Gypsy has been referred to as the greatest American musical by numerous critics and writers, among them Ben Brantley (""what may be the greatest of all American musicals..."") and Frank Rich. Rich wrote that ""Gypsy is nothing if not Broadway's own brassy, unlikely answer to King Lear."" Theater critic Clive Barnes wrote that ""Gypsy is one of the best of musicals..."" and described Rose as ""one of the few truly complex characters in the American musical.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0
56,Hair,8884.260869565218,79.27536231884058,16.333333333333332,732911.0579710145,59.81159420289855,6.0,7.521739130434782,69,-0.026378787999999997,Positive,"Hair:  The American Tribal Love-Rock Musical is a rock musical with a book and lyrics by Gerome Ragni and James Rado   and music by Galt MacDermot. A product of the hippie counterculture and sexual revolution of the late 1960s, several of its songs became anthems of the anti-Vietnam War peace movement.  The musical's profanity, its depiction of the use of illegal drugs, its treatment of sexuality, its irreverence for the American flag, and its nude scene caused much comment and controversy.  The musical broke new ground in musical theatre by defining the genre of ""rock musical"", using a racially integrated cast, and inviting the audience onstage for a ""Be-In"" finale.Hair tells the story of the ""tribe"", a group of politically active, long-haired hippies of the ""Age of Aquarius"" living a bohemian life in New York City and fighting against conscription into the Vietnam War.  Claude, his good friend Berger, their roommate Sheila and their friends struggle to balance their young lives, loves, and the sexual revolution with their rebellion against the war and their conservative parents and society.  Ultimately, Claude must decide whether to resist the draft as his friends have done, or to succumb to the pressures of his parents (and conservative America) to serve in Vietnam, compromising his pacifist principles and risking his life.
After an off-Broadway debut on October 17, 1967, at Joseph Papp's Public Theater and a subsequent run at the Cheetah nightclub from December 1967 through January 1968, the show opened on Broadway in April 1968 and ran for 1,750 performances.  Simultaneous productions in cities across the United States and Europe followed shortly thereafter, including a successful London production that ran for 1,997 performances. Since then, numerous productions have been staged around the world, spawning dozens of recordings of the musical, including the 3 million-selling original Broadway cast recording. Some of the songs from its score became Top 10 hits, and a feature film adaptation was released in 1979. A Broadway revival opened in 2009, earning strong reviews and winning the Tony Award and Drama Desk Award for Best Revival of a Musical. In 2008, Time wrote, ""Today Hair seems, if anything, more daring than ever.""",90.14285714,93.08695652,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,1.0
57,Hairspray,9334.150943396226,81.56603773584905,15.773584905660377,606618.641509434,57.132075471698116,6.433962264150943,8.0,53,0.124136508,Positive,"Hairspray is an American musical with music by Marc Shaiman, lyrics by Scott Wittman and Shaiman and a book by Mark O'Donnell and Thomas Meehan, based on John Waters’s 1988 film of the same name. The songs include 1960s-style dance music and ""downtown"" rhythm and blues.  In 1962 Baltimore, Maryland, plump teenager Tracy Turnblad's dream is to dance on The Corny Collins Show, a local TV dance program based on the real-life Buddy Deane Show.  When Tracy wins a role on the show, she becomes a celebrity overnight, and meets a colorful group of characters, leading to social change as Tracy campaigns for the show's integration.
In 2003 it won eight Tony Awards, including one for Best Musical, out of 13 nominations. It ran for 2,642 performances, and closed on January 4, 2009.  Hairspray has also had national tours, a West End production, and numerous foreign productions and was adapted as a 2007 musical film.  The London production was nominated for a record-setting eleven Laurence Olivier Awards, winning four, including Best New Musical.",72.28571429,46.73584906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0
58,Hamilton (musical),10682.754385964912,101.63157894736842,15.929824561403509,1727366.49122807,122.6140350877193,6.56140350877193,7.508771929824562,57,0.10875,Positive,"Hamilton: An American Musical is a sung-and-rapped through musical about the life of American Founding Father Alexander Hamilton, with music, lyrics and book by Lin-Manuel Miranda, inspired by the 2004 biography Alexander Hamilton by historian Ron Chernow. Incorporating hip hop, R&B, pop, soul, traditional-style show tunes, and color-conscious casting of non-white actors as the Founding Fathers and other historical figures, the musical achieved both critical acclaim and box office success.
The musical made its Off-Broadway debut at The Public Theater in February 2015, where its engagement was sold out. The show transferred to Broadway in August 2015 at the Richard Rodgers Theatre. On Broadway, it received enthusiastic critical reception and unprecedented advance box office sales. In 2016, Hamilton received a record-setting 16 Tony nominations, winning 11, including Best Musical, and was also the recipient of the 2016 Grammy Award for Best Musical Theater Album and the 2016 Pulitzer Prize for Drama. The prior Off-Broadway production of Hamilton won the 2015 Drama Desk Award for Outstanding Musical as well as seven other Drama Desk Awards out of 14 total nominated categories.
The Chicago production of Hamilton began preview performances at the CIBC Theatre in September 2016 and officially opened the following month. The West End production of Hamilton opened at the Victoria Palace Theatre in London in December 2017, winning seven Olivier Awards in 2018, including Best New Musical. The first U.S. national tour of the show began performances in March 2017. A second U.S. tour opened in February 2018. Hamilton's third U.S. tour began January 11, 2019, with a 3-week engagement  in Puerto Rico featuring Miranda in the lead role. Forbes reported that a German-language production of the musical is scheduled to open in Hamburg during the fall of 2020.",4.0,20.40350877,0.0,1.0,1.0,1.0,1.0,0.0,4.0,58.0,0.0
59,Hands On A Hardbody,5232.0,74.375,16.25,199678.5,23.75,3.125,3.5,8,0.07050189400000001,Neutral,"Hands on a Hardbody is a musical based on S.R. Bindler's documentary film Hands on a Hardbody. The book is by Doug Wright, music by Trey Anastasio and Amanda Green, lyrics by Amanda Green. The documentary was adapted into a musical commissioned by La Jolla Playhouse, La Jolla, California.",24.14285714,29.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0
60,Hedwig And The Angry Inch,5970.077922077922,86.45454545454545,15.831168831168831,652719.935064935,85.94805194805195,6.415584415584416,6.584415584415584,77,-0.100780303,Positive,"Hedwig and the Angry Inch is a rock musical with music and lyrics by Stephen Trask and a book by John Cameron Mitchell. The musical follows Hedwig Robinson, a transgender East German singer of a fictional rock and roll band. The story draws on Mitchell's life as the son of a U.S. Army Major General who once commanded the U.S. sector of occupied West Berlin. The character of Hedwig was inspired by a German divorced U.S. Army wife who was Mitchell's family babysitter and moonlighted as a prostitute at her trailer park home in Junction City, Kansas. The music is steeped in the androgynous 1970s glam rock style of David Bowie (who co-produced the Los Angeles production of the show), as well as the work of John Lennon and early punk performers Lou Reed and Iggy Pop.
The musical opened Off-Broadway in 1998, and won the Obie Award and Outer Critics Circle Award for Best Off-Broadway Musical. The production ran for two years, and was remounted with various casts by the original creative team in other US cities. In 2000, the musical had a West End production, and it has been produced throughout the world in hundreds of stage productions.
In 2014, the show saw its first Broadway incarnation, opening that April at the Belasco Theatre and winning the year's Tony Award for Best Revival of a Musical. The production closed on September 13, 2015. A national tour of the show began at San Francisco's Golden Gate Theatre in October 2016 before closing at the Kennedy Center in July 2017.",17.85714286,11.90909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0
61,Holler If Ya Hear Me,5308.714285714285,61.42857142857143,16.142857142857142,172782.57142857142,19.571428571428573,6.428571428571429,5.428571428571429,7,0.074166667,Neutral,Holler If Ya Hear Me is a jukebox musical written by Todd Kreidler featuring the rap music of Tupac Shakur.,38.28571429,43.674418599999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0
62,Honeymoon In Vegas,5897.25,64.9,15.35,380476.8,33.6,5.05,4.65,20,0.015841751,Neutral,Honeymoon in Vegas is a musical with a book by Andrew Bergman and music and lyrics by Jason Robert Brown. The musical is based on the 1992 movie of the same name which Bergman also wrote and directed. The musical had its world premiere at the Paper Mill Playhouse and premiered on Broadway in January 2015.,28.85714286,16.06716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0
